step,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
330,59.958232,35.238681,-134.947391,-59.966871,-35.234068,45.022595,0.0,0.0,0.0,0.0,0.0,0.0,41.401712,-28.571997,-30.874579,-64.350057,41.521244,-45.755232,-0.121458,0.012652,-0.047776,-0.032359,-0.01355,-0.02697,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
360,59.959449,35.23743,-134.947484,-59.966959,-35.234409,45.023319,0.0,0.0,0.0,0.0,0.0,0.0,41.402205,-28.570669,-30.87475,-64.350565,41.520838,-45.755502,-0.12003,0.010205,-0.04679,-0.03325,-0.013382,-0.027098,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
390,59.963516,35.236957,-134.947378,-59.967688,-35.233874,45.023649,0.0,0.0,0.0,0.0,0.0,0.0,41.40113,-28.566572,-30.872438,-64.350852,41.521472,-45.756348,-0.117175,0.008336,-0.046033,-0.033281,-0.013181,-0.026575,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
420,59.967356,35.236637,-134.948071,-59.96857,-35.233325,45.023993,0.0,0.0,0.0,0.0,0.0,0.0,41.400319,-28.562286,-30.869597,-64.351209,41.52225,-45.757282,-0.113201,0.005756,-0.045185,-0.033555,-0.013143,-0.025797,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
450,59.974116,35.239297,-134.954472,-59.965944,-35.229936,45.025577,0.0,0.0,0.0,0.0,0.0,0.0,41.398566,-28.5521,-30.858255,-64.34951,41.519484,-45.758907,-0.099141,-0.004482,-0.04874,-0.042902,-0.017446,-0.027677,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
480,59.9442,35.244889,-134.975763,-59.96607,-35.237654,45.018093,0.0,0.0,0.0,0.0,0.0,0.0,41.412557,-28.571433,-30.859268,-64.348901,41.522311,-45.750159,-0.090326,-0.003713,-0.049435,-0.040342,-0.018322,-0.02766,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
510,59.921442,35.236382,-134.989671,-59.964669,-35.239368,45.017388,0.0,0.0,0.0,0.0,0.0,0.0,41.431206,-28.586943,-30.872535,-64.348572,41.520989,-45.748101,-0.087044,-0.024184,-0.052782,-0.045496,-0.019789,-0.029971,0.0,-0.0,-0.0,0.0,0.0,-0.0,
540,59.922316,35.238058,-134.98268,-59.968484,-35.240815,45.015384,0.0,0.0,0.0,0.0,0.0,0.0,41.427179,-28.589814,-30.875338,-64.349888,41.525573,-45.747905,-0.097283,-0.007823,-0.04896,-0.034515,-0.015935,-0.02606,0.0,-0.0,0.0,0.0,0.0,-0.0,
570,59.924839,35.240035,-134.977935,-59.969793,-35.242212,45.015023,0.0,0.0,0.0,0.0,0.0,0.0,41.423216,-28.589826,-30.875199,-64.35083,41.526767,-45.747514,-0.101573,0.000601,-0.04639,-0.030471,-0.014285,-0.024622,0.0,-0.0,-0.0,0.0,0.0,-0.0,
600,59.92588,35.242153,-134.976617,-59.969952,-35.242511,45.01525,0.0,0.0,0.0,0.0,0.0,0.0,41.420913,-28.589534,-30.873585,-64.35112,41.526727,-45.747551,-0.102362,0.004007,-0.046353,-0.030296,-0.014157,-0.02437,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
630,59.925654,35.2426,-134.976497,-59.969849,-35.242629,45.015294,0.0,0.0,0.0,0.0,0.0,0.0,41.420634,-28.589841,-30.873441,-64.351138,41.526576,-45.74746,-0.102613,0.004718,-0.04639,-0.030426,-0.01424,-0.024425,0.0,-0.0,-0.0,0.0,0.0,-0.0,
660,59.925427,35.243046,-134.976499,-59.969767,-35.242717,45.01531,0.0,0.0,0.0,0.0,0.0,0.0,41.420402,-28.590086,-30.873214,-64.351141,41.526468,-45.74738,-0.102702,0.005288,-0.046449,-0.030582,-0.014318,-0.024454,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
690,59.925246,35.243378,-134.976529,-59.969696,-35.242811,45.015328,0.0,0.0,0.0,0.0,0.0,0.0,41.420244,-28.590264,-30.873033,-64.351152,41.526369,-45.747303,-0.102718,0.005623,-0.046515,-0.030719,-0.01437,-0.024499,0.0,-0.0,-0.0,-0.0,-0.0,0.0,
720,59.925085,35.243576,-134.976521,-59.969641,-35.242871,45.015307,0.0,0.0,0.0,0.0,0.0,0.0,41.420158,-28.590439,-30.87298,-64.35114,41.526314,-45.747231,-0.102824,0.005985,-0.046495,-0.030742,-0.014418,-0.024511,-0.0,-0.0,0.0,0.0,0.0,-0.0,
750,59.925032,35.24361,-134.976519,-59.969604,-35.242905,45.01528,0.0,0.0,0.0,0.0,0.0,0.0,41.420151,-28.590495,-30.872988,-64.351123,41.526286,-45.747177,-0.102846,0.006058,-0.046464,-0.030733,-0.01444,-0.024524,0.0,-0.0,-0.0,0.0,0.0,0.0,
780,59.925012,35.243656,-134.976514,-59.969609,-35.242935,45.015293,0.0,0.0,0.0,0.0,0.0,0.0,41.420124,-28.590519,-30.872966,-64.351143,41.526277,-45.747171,-0.102837,0.00609,-0.046461,-0.030758,-0.01443,-0.024525,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
810,59.925014,35.24369,-134.976481,-59.969589,-35.242947,45.015288,0.0,0.0,0.0,0.0,0.0,0.0,41.420087,-28.590536,-30.872959,-64.351136,41.526258,-45.747151,-0.102873,0.006169,-0.046443,-0.030753,-0.014439,-0.024535,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
840,59.924998,35.243687,-134.976513,-59.969582,-35.24294,45.015277,0.0,0.0,0.0,0.0,0.0,0.0,41.420107,-28.590536,-30.87295,-64.351125,41.526259,-45.747145,-0.102863,0.006183,-0.046467,-0.030744,-0.014442,-0.024533,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
870,59.924993,35.243675,-134.976511,-59.96958,-35.242922,45.015269,0.0,0.0,0.0,0.0,0.0,0.0,41.420116,-28.590541,-30.872964,-64.351114,41.526265,-45.74715,-0.102871,0.006157,-0.046459,-0.030744,-0.014444,-0.024523,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
900,59.925052,35.243669,-134.976488,-59.969578,-35.242938,45.015285,0.0,0.0,0.0,0.0,0.0,0.0,41.420092,-28.590493,-30.872946,-64.351126,41.526251,-45.747149,-0.102839,0.00612,-0.046436,-0.030765,-0.014454,-0.024536,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
930,59.925033,35.243692,-134.976505,-59.969577,-35.242947,45.0153,0.0,0.0,0.0,0.0,0.0,0.0,41.420088,-28.590505,-30.872927,-64.351136,41.526239,-45.747152,-0.102826,0.006148,-0.046426,-0.030777,-0.014454,-0.02454,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
960,59.92503,35.243686,-134.97649,-59.969567,-35.242942,45.015297,0.0,0.0,0.0,0.0,0.0,0.0,41.420088,-28.590515,-30.872944,-64.351128,41.526232,-45.747148,-0.102847,0.006162,-0.046427,-0.030774,-0.014452,-0.024532,0.0,-0.0,-0.0,0.0,0.0,-0.0,
990,59.924952,35.243779,-134.976505,-59.969561,-35.242985,45.015283,0.0,0.0,0.0,0.0,0.0,0.0,41.420055,-28.59059,-30.872908,-64.351135,41.526226,-45.747114,-0.102868,0.006284,-0.046427,-0.030779,-0.014459,-0.024543,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
1020,59.925722,35.24394,-134.977716,-59.968914,-35.242328,45.015536,0.0,0.0,0.0,0.0,0.0,0.0,41.420131,-28.589169,-30.871404,-64.350717,41.525585,-45.747331,-0.100683,0.004029,-0.047331,-0.032637,-0.015271,-0.025142,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1050,59.927759,35.244446,-134.980843,-59.966532,-35.240454,45.016276,0.0,0.0,0.0,0.0,0.0,0.0,41.420247,-28.585454,-30.867411,-64.349293,41.523225,-45.74771,-0.094653,-0.002495,-0.04963,-0.038415,-0.018028,-0.027,-0.0,-0.0,0.0,-0.0,-0.0,0.0,
1080,59.931849,35.245589,-134.982191,-59.964544,-35.239664,45.017512,0.0,0.0,0.0,0.0,0.0,0.0,41.418578,-28.580614,-30.862695,-64.348684,41.520733,-45.747945,-0.08925,-0.007906,-0.051674,-0.044015,-0.019685,-0.029314,0.0,-0.0,-0.0,0.0,0.0,-0.0,
1110,59.933691,35.246477,-134.97793,-59.966825,-35.240414,45.018281,0.0,0.0,0.0,0.0,0.0,0.0,41.415778,-28.581027,-30.86362,-64.350358,41.522357,-45.749046,-0.093281,-0.002179,-0.049611,-0.040929,-0.017822,-0.027243,-0.0,-0.0,0.0,0.0,0.0,0.0,
1140,59.936225,35.247869,-134.974419,-59.968235,-35.240695,45.018819,0.0,0.0,0.0,0.0,0.0,0.0,41.412671,-28.580356,-30.86312,-64.351354,41.523364,-45.749869,-0.095846,0.002769,-0.048132,-0.038879,-0.016791,-0.025716,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
1170,59.939065,35.249534,-134.971234,-59.969265,-35.240905,45.019273,0.0,0.0,0.0,0.0,0.0,0.0,41.409392,-28.579208,-30.861952,-64.352112,41.524063,-45.750503,-0.097737,0.007493,-0.046807,-0.037323,-0.016085,-0.024489,0.0,-0.0,-0.0,0.0,0.0,0.0,
1200,59.941752,35.251403,-134.968418,-59.970089,-35.241031,45.019753,0.0,0.0,0.0,0.0,0.0,0.0,41.406159,-28.578027,-30.860458,-64.352759,41.524564,-45.751103,-0.099212,0.011953,-0.045709,-0.036192,-0.015601,-0.023397,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
1230,59.944292,35.253153,-134.965858,-59.97082,-35.241146,45.020126,0.0,0.0,0.0,0.0,0.0,0.0,41.403152,-28.576857,-30.858991,-64.353308,41.525037,-45.751602,-0.100515,0.016022,-0.044791,-0.035141,-0.015173,-0.022477,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1260,59.946728,35.254669,-134.963541,-59.971436,-35.241252,45.020473,0.0,0.0,0.0,0.0,0.0,0.0,41.400432,-28.575654,-30.857626,-64.35379,41.525415,-45.752036,-0.101574,0.019638,-0.04383,-0.034256,-0.014799,-0.021658,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1290,59.948043,35.255477,-134.96174,-59.972012,-35.241414,45.020755,0.0,0.0,0.0,0.0,0.0,0.0,41.398768,-28.575297,-30.857279,-64.354244,41.525781,-45.752382,-0.102762,0.022131,-0.043014,-0.03338,-0.014413,-0.020934,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1320,59.950124,35.256589,-134.959634,-59.972588,-35.241632,45.020976,0.0,0.0,0.0,0.0,0.0,0.0,41.396524,-28.574333,-30.856358,-64.35469,41.52617,-45.752659,-0.103802,0.025243,-0.041967,-0.032398,-0.014006,-0.020212,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
1350,60.089978,41.319747,-145.001924,-60.918393,-37.720778,41.777749,14.0,0.0,0.0,0.0,0.0,0.0,40.175819,-23.183141,-18.017723,-64.223965,43.935878,-42.938715,13.914733,0.003211,-0.046279,-0.033016,-0.006311,-0.026947,0.0,0.0,-0.0,0.0,-0.0,-0.0,
1380,63.430599,41.429767,-143.154842,-60.948535,-37.111537,42.079566,14.0,0.0,0.0,0.0,0.0,0.0,38.81789,-20.925074,-16.924875,-64.145347,43.8804,-43.457808,13.920992,0.000618,-0.04748,-0.034723,-0.007534,-0.025554,0.0,0.0,0.0,0.0,0.0,-0.0,
1410,66.656502,41.464061,-141.352688,-60.966525,-36.514678,42.355516,14.0,0.0,0.0,0.0,0.0,0.0,37.548259,-18.744563,-15.905709,-64.054487,43.832059,-43.953107,13.919301,-0.005641,-0.05608,-0.042794,-0.011639,-0.029689,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
1440,66.669437,41.461553,-141.341528,-60.965231,-36.511834,42.355506,14.0,0.0,0.0,0.0,0.0,0.0,37.543643,-18.737794,-15.906956,-64.052799,43.831279,-43.954115,13.914421,-0.005228,-0.054294,-0.041755,-0.012431,-0.030153,0.0,0.0,-0.0,-0.0,0.0,-0.0,
1470,66.685732,41.461645,-141.332468,-60.965343,-36.50885,42.356828,14.0,0.0,0.0,0.0,0.0,0.0,37.537276,-18.726732,-15.901752,-64.052329,43.831106,-43.956575,13.914518,-0.005159,-0.054312,-0.041734,-0.012428,-0.030141,-0.0,0.0,0.0,-0.0,0.0,0.0,
1500,66.70296,41.461767,-141.322878,-60.965462,-36.505697,42.358234,14.0,0.0,0.0,0.0,0.0,0.0,37.530521,-18.715045,-15.896238,-64.051838,43.83092,-43.959179,13.914618,-0.005099,-0.054346,-0.041719,-0.012426,-0.03013,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1530,66.721228,41.461867,-141.31271,-60.965575,-36.502354,42.359711,14.0,0.0,0.0,0.0,0.0,0.0,37.523381,-18.702648,-15.890412,-64.051305,43.830717,-43.961928,13.914717,-0.005032,-0.054368,-0.041706,-0.012416,-0.030109,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1560,66.740462,41.461983,-141.302046,-60.965711,-36.498834,42.361271,14.0,0.0,0.0,0.0,0.0,0.0,37.515871,-18.689573,-15.884235,-64.050754,43.830518,-43.964832,13.914868,-0.004952,-0.054389,-0.041691,-0.012425,-0.030101,-0.0,0.0,0.0,0.0,0.0,-0.0,
1590,66.761229,41.462144,-141.290568,-60.965893,-36.495021,42.363043,14.0,0.0,0.0,0.0,0.0,0.0,37.507748,-18.67544,-15.877506,-64.05021,43.830287,-43.96804,13.915115,-0.004988,-0.054471,-0.04177,-0.012421,-0.030053,0.0,0.0,-0.0,-0.0,0.0,-0.0,
1620,66.783147,41.462261,-141.278379,-60.966056,-36.49103,42.364823,14.0,0.0,0.0,0.0,0.0,0.0,37.499185,-18.66056,-15.870506,-64.049595,43.830063,-43.971345,13.915249,-0.0049,-0.054492,-0.041741,-0.012395,-0.030029,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
1650,66.806055,41.462401,-141.265651,-60.966216,-36.486837,42.366675,14.0,0.0,0.0,0.0,0.0,0.0,37.490226,-18.645002,-15.863166,-64.048935,43.829829,-43.974799,13.915412,-0.004816,-0.054524,-0.041726,-0.0124,-0.030026,0.0,-0.0,0.0,0.0,0.0,0.0,
1680,66.830099,41.46252,-141.252303,-60.966375,-36.482463,42.368616,14.0,0.0,0.0,0.0,0.0,0.0,37.480848,-18.628664,-15.855471,-64.048246,43.829571,-43.978406,13.915584,-0.00474,-0.054551,-0.041688,-0.012384,-0.030016,0.0,-0.0,0.0,-0.0,0.0,-0.0,
1710,66.855972,41.462656,-141.238017,-60.96661,-36.477796,42.370706,14.0,0.0,0.0,0.0,0.0,0.0,37.47078,-18.611041,-15.84712,-64.047551,43.829349,-43.982294,13.91591,-0.004752,-0.054547,-0.041646,-0.012331,-0.029974,0.0,0.0,-0.0,-0.0,0.0,-0.0,
1740,66.879683,41.463098,-141.224162,-60.967414,-36.474223,42.372439,14.0,0.0,0.0,0.0,0.0,0.0,37.461015,-18.595341,-15.83985,-64.047376,43.829715,-43.985622,13.915577,-0.003973,-0.054013,-0.040859,-0.011628,-0.029641,0.0,-0.0,0.0,0.0,0.0,0.0,
1770,66.8706,41.46193,-141.229111,-60.966196,-36.475603,42.370725,14.0,0.0,0.0,0.0,0.0,0.0,37.465377,-18.601476,-15.843731,-64.046538,43.829307,-43.983344,13.914607,-0.003879,-0.053945,-0.04031,-0.012011,-0.030591,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
1800,66.853737,41.461845,-141.238379,-60.965978,-36.478552,42.369357,14.0,0.0,0.0,0.0,0.0,0.0,37.47192,-18.612987,-15.849208,-64.046923,43.829407,-43.980829,13.914271,-0.003718,-0.053961,-0.040351,-0.012116,-0.030644,-0.0,0.0,-0.0,0.0,0.0,-0.0,
1830,66.837473,41.461711,-141.247358,-60.965825,-36.481486,42.367996,14.0,0.0,0.0,0.0,0.0,0.0,37.478285,-18.624062,-15.854498,-64.047335,43.829569,-43.978356,13.914064,-0.003749,-0.053924,-0.040325,-0.012141,-0.030655,-0.0,0.0,0.0,-0.0,-0.0,-0.0,
1860,66.821408,41.461659,-141.256333,-60.965728,-36.484394,42.366741,14.0,0.0,0.0,0.0,0.0,0.0,37.484553,-18.634948,-15.85957,-64.047813,43.829729,-43.975982,13.914026,-0.003857,-0.053965,-0.040413,-0.012161,-0.030659,-0.0,0.0,0.0,0.0,0.0,-0.0,
1890,59.168746,36.422438,-136.583767,-60.006448,-36.056755,44.648392,2.0,0.0,0.0,0.0,0.0,0.0,41.411119,-28.539143,-29.259757,-64.497137,41.607738,-45.085754,1.886793,0.001827,-0.050494,-0.044357,-0.018329,-0.024362,0.0,-0.0,-0.0,0.0,0.0,-0.0,
1920,60.744287,36.390396,-135.787474,-60.004509,-35.706952,44.772894,2.0,0.0,0.0,0.0,0.0,0.0,40.647926,-27.369888,-28.761465,-64.425077,41.604625,-45.356741,1.892805,-0.008757,-0.054437,-0.047058,-0.021236,-0.029162,0.0,-0.0,-0.0,0.0,-0.0,0.0,
1950,60.750099,36.388495,-135.78724,-60.008537,-35.710803,44.772862,2.0,0.0,0.0,0.0,0.0,0.0,40.647357,-27.364054,-28.759193,-64.42831,41.607786,-45.356421,1.895581,-0.011824,-0.05458,-0.046091,-0.015024,-0.031695,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1980,59.690367,35.461185,-125.052247,-59.838566,-35.571544,45.216346,-10.0,0.0,0.0,0.0,0.0,0.0,37.788826,-34.051542,-37.323988,-64.50888,41.211483,-45.614217,-9.968149,-0.048155,0.005929,-0.013594,-0.001033,0.000485,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
2010,58.086282,34.650274,-116.586188,-59.588875,-35.428734,45.729197,-20.0,0.0,0.0,0.0,0.0,0.0,36.072292,-40.239631,-44.012378,-64.587492,40.700315,-45.877138,-19.973708,-0.03556,0.006096,-0.013336,-0.001677,0.000246,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
2040,59.75713,35.374348,-119.892183,-59.895628,-35.46446,45.177991,-15.0,0.0,0.0,0.0,0.0,0.0,36.003077,-36.679086,-40.491939,-64.476791,41.31244,-45.680399,-15.131415,-0.108909,0.009401,-0.036569,-0.003939,0.009499,0.0,-0.0,0.0,0.0,-0.0,-0.0,
2070,59.857849,35.823681,-135.297946,-59.93515,-35.606686,45.016329,1.0,0.0,0.0,0.0,0.0,0.0,41.155122,-28.5075,-30.200462,-64.471043,41.415233,-45.523141,0.537453,0.044009,-0.070498,-0.096228,-0.012266,-0.029466,-0.0,-0.0,-0.0,0.0,0.0,0.0,
2100,64.393731,40.686945,-141.085109,-60.778645,-36.709073,42.709256,12.0,0.0,0.0,0.0,0.0,0.0,38.465058,-21.079185,-18.496105,-64.20003,43.400038,-43.961592,11.91617,0.000531,-0.04671,-0.036075,-0.007839,-0.02517,-0.0,0.0,-0.0,0.0,-0.0,0.0,
2130,65.662479,40.69672,-140.370787,-60.779697,-36.467833,42.811946,12.0,0.0,0.0,0.0,0.0,0.0,37.937736,-20.216098,-18.100375,-64.157037,43.38206,-44.155214,11.90845,-0.007001,-0.055393,-0.044475,-0.013648,-0.030334,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
2160,71.03326,47.052693,-146.276171,-61.277154,-38.154054,40.509299,25.0,0.0,0.0,0.0,0.0,0.0,34.617545,-12.108264,-3.747788,-63.995732,45.013727,-42.155826,24.928881,-0.006392,-0.053882,-0.041445,-0.009867,-0.027638,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
2190,66.446688,43.787125,-143.945817,-60.941314,-37.726236,41.713105,18.0,0.0,0.0,0.0,0.0,0.0,36.742526,-17.672159,-12.021702,-64.207939,43.997618,-42.909829,17.904663,0.002825,-0.047989,-0.040926,-0.012949,-0.023935,-0.0,0.0,0.0,0.0,-0.0,-0.0,
2220,61.90013,39.501396,-139.146685,-60.250215,-37.013966,43.729529,8.0,0.0,0.0,0.0,0.0,0.0,39.24089,-24.551966,-22.850828,-64.535673,42.207405,-44.129322,7.892765,0.004824,-0.050476,-0.044936,-0.015236,-0.023947,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2250,59.484001,36.231286,-133.620306,-59.493214,-36.332553,45.562308,-1.0,0.0,0.0,0.0,0.0,0.0,40.399683,-29.794458,-31.262499,-64.798217,40.506693,-45.212062,-0.999094,-0.028452,0.005053,-0.024524,-0.005909,-0.013614,-0.0,-0.0,0.0,0.0,-0.0,-0.0,
2280,59.483958,36.231352,-133.620736,-59.493376,-36.332612,45.562308,-1.0,0.0,0.0,0.0,0.0,0.0,40.399804,-29.794277,-31.26218,-64.79831,40.506838,-45.212107,-0.998573,-0.028683,0.004993,-0.024564,-0.005818,-0.013558,-0.0,-0.0,0.0,-0.0,0.0,-0.0,
2310,59.482704,36.231754,-133.621724,-59.49355,-36.332814,45.56209,-1.0,0.0,0.0,0.0,0.0,0.0,40.400312,-29.795045,-31.262006,-64.798358,40.507093,-45.211948,-0.998005,-0.028941,0.004768,-0.024684,-0.005887,-0.013446,-0.0,-0.0,0.0,-0.0,0.0,-0.0,
2340,59.48232,36.232066,-133.621769,-59.493615,-36.333001,45.561905,-1.0,0.0,0.0,0.0,0.0,0.0,40.400247,-29.795424,-31.261969,-64.798368,40.507226,-45.211764,-0.998001,-0.02888,0.004735,-0.024594,-0.005877,-0.013416,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
2370,67.564711,42.250791,-129.344611,-59.190219,-36.116868,46.212268,-1.0,11.0,0.0,0.0,0.0,0.0,32.261859,-24.379673,-23.834948,-64.894134,39.875397,-45.56706,-0.985081,10.774605,-0.014443,-0.008926,-0.002662,0.001193,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
2400,80.299895,48.904185,-119.223151,-59.317468,-36.658202,45.788313,-1.0,20.0,0.0,0.0,0.0,0.0,21.242817,-18.651321,-17.047562,-64.946266,40.129478,-45.069464,-0.957052,19.955461,0.002916,-0.014114,-0.001767,-4.8e-05,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
2430,99.154117,54.178286,-104.872956,-59.209801,-36.435327,46.065432,-1.0,34.0,0.0,0.0,0.0,0.0,9.587809,-11.551079,-9.639816,-64.949055,39.909285,-45.30634,-0.965098,33.771546,-0.021796,-0.014048,-0.004413,0.001753,0.0,0.0,0.0,-0.0,-0.0,0.0,
2460,95.353588,53.534445,-107.178586,-59.251894,-36.889811,45.816957,-1.0,30.0,0.0,0.0,0.0,0.0,11.356871,-13.201845,-11.26899,-65.015283,39.997304,-44.91997,-0.926168,30.163683,0.02372,-0.01029,0.000236,-0.000822,-0.0,-0.0,0.0,0.0,0.0,-0.0,
2490,78.877355,48.644221,-121.035973,-59.003735,-36.445947,46.428634,-1.0,21.0,0.0,0.0,0.0,0.0,22.402434,-18.980205,-16.973428,-65.035872,39.491026,-45.409386,-0.963001,20.962892,0.002527,-0.011487,-0.001351,4.4e-05,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
2520,63.165346,40.000227,-131.205811,-59.134971,-36.908759,46.028582,-1.0,5.0,0.0,0.0,0.0,0.0,35.746863,-27.570064,-27.333708,-65.071011,39.752228,-44.973544,-0.944355,5.127644,0.01986,-0.017067,0.000422,-0.001364,0.0,0.0,0.0,0.0,0.0,-0.0,
